city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Bhopal,Tech Meetup,1,211,50733,253,32,0,216
Rewa,Standup Comedy,1,957,5477,282,27,0,80
Indore,Food Festival,6,559,42925,3004,18,0,1423
Rewa,Cricket Screening,5,248,53837,219,37,0,219
Bhopal,Tech Meetup,2,162,18961,54,26,0,54
Satna,Food Festival,1,859,27739,2627,43,0,447
Satna,Religious/Cultural,1,846,16068,89,44,0,82
Satna,Tech Meetup,4,302,89819,104,24,0,104
Gwalior,Religious/Cultural,6,946,86657,58,33,0,58
Bhopal,Standup Comedy,0,240,74544,95,24,0,95
Satna,Tech Meetup,5,496,54590,66,18,0,34
Rewa,Food Festival,3,810,87728,1981,26,0,789
Gwalior,Tech Meetup,5,88,55688,149,24,0,149
Rewa,Cricket Screening,3,846,39199,394,23,0,299
Satna,Tech Meetup,3,12,91482,242,18,0,242
Satna,Standup Comedy,3,158,59149,294,23,0,258
Satna,Food Festival,5,441,53972,4450,33,0,3318
Gwalior,Food Festival,4,783,84346,3183,45,0,691
Ujjain,Standup Comedy,5,103,24562,121,19,0,121
Rewa,Cricket Screening,2,602,69136,284,28,0,284
Jabalpur,Food Festival,1,183,64876,2402,27,0,1622
Jabalpur,Food Festival,6,339,7342,4463,15,0,2768
Jabalpur,Tech Meetup,3,488,90478,163,26,0,63
Satna,Religious/Cultural,4,923,11570,203,45,0,112
Jabalpur,Cricket Screening,4,913,30747,114,36,0,114
Indore,Food Festival,5,774,98123,1040,29,0,643
Jabalpur,Cricket Screening,5,493,76078,377,32,0,377
Gwalior,Food Festival,0,917,48083,2732,37,0,675
Satna,Cricket Screening,1,112,23827,275,42,0,103
Gwalior,Music Concert,2,4250,35455,12967,21,0,4152
Indore,Standup Comedy,1,323,19703,212,21,0,212
Gwalior,Music Concert,0,4587,1810,11342,45,0,2803
Jabalpur,Music Concert,3,1962,20120,6414,44,0,2340
Satna,Music Concert,1,2067,43806,3699,18,0,1757
Ujjain,Food Festival,5,523,14938,4243,37,0,1002
Bhopal,Cricket Screening,5,645,44664,240,36,0,240
Ujjain,Cricket Screening,1,650,24007,405,26,0,224
Rewa,Music Concert,0,4552,74729,8349,20,0,3217
Satna,Religious/Cultural,1,253,11416,81,26,0,81
Ujjain,Food Festival,5,264,86397,1554,30,0,1460
Bhopal,Music Concert,4,3568,36180,5719,36,0,4300
Satna,Standup Comedy,4,349,73582,263,24,0,263
Indore,Religious/Cultural,4,249,46948,250,21,0,250
Bhopal,Standup Comedy,0,958,92726,83,17,0,83
Bhopal,Standup Comedy,5,715,10623,190,33,0,129
Rewa,Tech Meetup,1,371,41263,257,22,0,38
Gwalior,Food Festival,6,968,6086,2352,18,0,875
Indore,Tech Meetup,2,412,94149,81,27,0,81
Jabalpur,Music Concert,1,4227,81171,9340,44,0,3894
Satna,Cricket Screening,6,514,2947,149,34,0,55
Jabalpur,Music Concert,2,4355,82973,5177,25,0,3235
Rewa,Religious/Cultural,6,991,26634,283,29,0,283
Satna,Music Concert,4,3439,86539,13876,27,0,8174
Rewa,Tech Meetup,2,481,31360,269,35,0,41
Jabalpur,Cricket Screening,3,316,91988,403,39,0,403
Gwalior,Music Concert,4,3287,47068,6625,16,0,3489
Satna,Cricket Screening,0,927,17412,337,25,0,154
Gwalior,Standup Comedy,6,400,94085,70,20,0,70
Bhopal,Music Concert,0,2306,3459,10818,22,0,4380
Jabalpur,Standup Comedy,5,482,7793,116,25,0,72
Satna,Food Festival,4,771,79189,2657,27,0,601
Rewa,Cricket Screening,1,935,15322,319,23,0,195
Ujjain,Cricket Screening,4,790,11431,433,39,0,120
Bhopal,Religious/Cultural,4,98,6828,264,41,0,93
Indore,Standup Comedy,3,609,3911,183,37,0,83
Ujjain,Religious/Cultural,3,787,4337,114,35,0,85
Satna,Music Concert,2,3348,859,2665,41,0,774
Rewa,Food Festival,5,649,95925,2445,36,0,1018
Ujjain,Food Festival,3,619,17594,2696,15,0,691
Bhopal,Tech Meetup,2,6,58929,201,25,0,201
Jabalpur,Tech Meetup,2,406,8200,291,34,0,11
Indore,Religious/Cultural,5,844,16121,137,45,0,101
Gwalior,Music Concert,2,2148,14178,6318,25,0,2778
Bhopal,Music Concert,6,744,32625,12377,33,0,9299
Bhopal,Food Festival,6,361,13685,4650,41,0,2548
Ujjain,Music Concert,1,2640,48846,13280,43,0,4524
Rewa,Standup Comedy,5,219,89704,153,23,0,153
Jabalpur,Food Festival,0,520,36941,1436,33,0,306
Indore,Tech Meetup,3,139,85832,81,43,0,81
Bhopal,Standup Comedy,3,593,25624,187,42,0,91
Bhopal,Tech Meetup,5,247,45373,227,25,0,227
Ujjain,Music Concert,3,4577,66568,5559,16,0,3682
Ujjain,Religious/Cultural,2,304,78901,230,37,0,230
Gwalior,Food Festival,6,81,49528,3003,34,0,2410
Indore,Food Festival,2,105,22390,2258,21,0,1747
Jabalpur,Food Festival,1,663,96084,1494,40,0,591
Bhopal,Tech Meetup,6,329,47673,265,17,0,53
Rewa,Cricket Screening,0,600,862,334,18,0,95
Bhopal,Cricket Screening,0,867,35951,357,44,0,221
Satna,Religious/Cultural,3,351,6060,299,38,0,185
Rewa,Religious/Cultural,5,66,84523,183,43,0,183
Rewa,Religious/Cultural,3,254,8858,275,45,0,105
Jabalpur,Religious/Cultural,5,490,90172,229,25,0,229
Bhopal,Music Concert,1,3286,28341,6532,42,0,2316
Rewa,Music Concert,6,798,28043,11328,15,0,7763
Bhopal,Music Concert,2,1064,88628,11040,31,0,7947
Indore,Tech Meetup,1,378,65485,254,34,0,50
Gwalior,Religious/Cultural,2,220,95081,297,33,0,297
Jabalpur,Music Concert,6,4125,91762,13110,30,0,9775
Rewa,Music Concert,5,2507,18394,7532,31,0,4494
Ujjain,Food Festival,2,261,15910,1257,41,0,366
Jabalpur,Tech Meetup,6,70,39845,176,26,0,176
Satna,Tech Meetup,5,58,81844,247,22,0,247
Gwalior,Tech Meetup,4,48,47045,134,35,0,134
Ujjain,Religious/Cultural,0,471,47375,283,33,0,283
Indore,Food Festival,0,550,32550,1737,38,0,406
Ujjain,Standup Comedy,1,67,21515,163,39,0,111
Bhopal,Religious/Cultural,5,781,20785,132,36,0,132
Indore,Standup Comedy,4,373,91961,79,26,0,79
Bhopal,Tech Meetup,2,89,43607,139,40,0,139
Bhopal,Tech Meetup,4,141,48380,120,15,0,120
Rewa,Religious/Cultural,6,91,45888,213,37,0,213
Ujjain,Tech Meetup,0,218,28988,100,19,0,100
Gwalior,Music Concert,4,3153,48559,7471,33,0,4914
Satna,Food Festival,6,236,45332,2279,37,0,1259
Rewa,Standup Comedy,0,550,30874,50,43,0,50
Indore,Food Festival,6,863,72607,3952,28,0,1588
Rewa,Religious/Cultural,4,275,49558,63,37,0,63
Satna,Music Concert,5,2945,21491,7801,39,0,5515
Jabalpur,Food Festival,0,297,84688,4096,44,0,1894
Bhopal,Cricket Screening,0,517,1524,377,28,0,106
Gwalior,Food Festival,2,455,62223,2445,26,0,1559
Indore,Food Festival,4,141,5114,4086,25,0,2999
Satna,Cricket Screening,3,966,67906,417,18,0,417
Jabalpur,Cricket Screening,2,579,63943,468,34,0,468
Rewa,Music Concert,2,2820,8772,6128,29,0,3751
Bhopal,Music Concert,5,1509,89356,6286,45,0,3595
Gwalior,Standup Comedy,3,91,50870,139,30,0,139
Indore,Standup Comedy,3,153,92048,177,31,0,177
Indore,Tech Meetup,4,132,33987,92,42,0,92
Indore,Religious/Cultural,5,885,56787,147,24,0,147
Gwalior,Tech Meetup,0,65,11300,61,18,0,61
Rewa,Food Festival,3,910,75819,4795,43,0,828
Satna,Music Concert,1,3453,83481,6443,42,0,1638
Bhopal,Tech Meetup,6,468,79254,222,31,0,61
Gwalior,Music Concert,0,4711,54431,7572,30,0,4795
Gwalior,Religious/Cultural,3,117,42527,67,22,0,67
Satna,Standup Comedy,2,118,7274,245,45,0,30
Indore,Religious/Cultural,1,863,27702,139,26,0,139
Ujjain,Religious/Cultural,4,443,87681,87,18,0,87
Satna,Cricket Screening,0,582,15019,306,28,0,139
Ujjain,Music Concert,1,1750,84714,9042,24,0,5229
Bhopal,Religious/Cultural,1,678,36329,115,36,0,115
Bhopal,Religious/Cultural,2,63,76258,218,21,0,218
Gwalior,Religious/Cultural,1,680,16938,213,15,0,185
Gwalior,Religious/Cultural,1,689,28891,283,16,0,283
Ujjain,Religious/Cultural,4,510,50661,100,15,0,100
Gwalior,Music Concert,4,726,73629,4889,40,0,1833
Indore,Standup Comedy,4,474,44077,94,20,0,94
Jabalpur,Cricket Screening,5,315,27514,257,36,0,204
Gwalior,Religious/Cultural,5,110,78539,190,22,0,190
Jabalpur,Cricket Screening,1,257,52205,436,37,0,224
Satna,Cricket Screening,1,269,44935,303,32,0,192
Indore,Music Concert,4,4283,39641,12412,15,0,5345
Rewa,Standup Comedy,2,167,12511,132,42,0,40
Gwalior,Standup Comedy,5,170,68223,58,19,0,58
Ujjain,Tech Meetup,3,352,93688,152,42,0,50
Bhopal,Food Festival,4,787,26152,4649,33,0,1079
Gwalior,Cricket Screening,6,301,73441,116,17,0,116
Ujjain,Food Festival,3,565,70819,2815,38,0,928
Jabalpur,Tech Meetup,3,126,84637,93,44,0,93
Gwalior,Tech Meetup,0,328,52138,188,15,0,49
Satna,Food Festival,6,745,95067,4712,21,0,1296
Ujjain,Music Concert,4,2940,87109,4145,37,0,3025
Gwalior,Religious/Cultural,3,798,19967,291,21,0,248
Jabalpur,Cricket Screening,2,403,16790,261,22,0,143
Bhopal,Religious/Cultural,4,595,18366,296,17,0,253
Rewa,Cricket Screening,5,93,93814,109,15,0,109
Jabalpur,Food Festival,0,177,58550,3665,22,0,1442
Gwalior,Religious/Cultural,0,963,11762,143,29,0,87
Rewa,Religious/Cultural,3,543,4925,215,19,0,94
Gwalior,Food Festival,6,463,34251,1883,16,0,1176
Ujjain,Tech Meetup,0,416,35614,68,31,0,24
Indore,Tech Meetup,6,81,89592,278,19,0,278
Ujjain,Standup Comedy,1,311,81226,190,31,0,190
Ujjain,Standup Comedy,3,300,7909,144,33,0,51
Gwalior,Standup Comedy,1,254,5553,148,16,0,56
Jabalpur,Food Festival,4,184,43019,3956,16,0,2285
Jabalpur,Music Concert,1,3832,80359,12834,33,0,5727
Bhopal,Standup Comedy,2,76,15617,242,23,0,133
Satna,Religious/Cultural,0,619,45029,215,23,0,215
Rewa,Standup Comedy,4,709,19884,223,33,0,176
Gwalior,Music Concert,5,2274,28919,4079,22,0,3098
Indore,Standup Comedy,1,177,68835,153,32,0,153
Gwalior,Standup Comedy,2,690,47588,230,40,0,230
Satna,Religious/Cultural,3,936,9699,260,31,0,206
Satna,Music Concert,5,1860,55831,9462,21,0,6442
Rewa,Standup Comedy,0,975,6701,256,23,0,85
Satna,Music Concert,5,1130,12714,10434,27,0,6745
Bhopal,Tech Meetup,2,94,23327,251,16,0,131
Satna,Food Festival,3,939,92030,2025,42,0,423
Gwalior,Cricket Screening,4,849,62746,477,30,0,376
Rewa,Tech Meetup,2,287,8394,86,33,0,30
Bhopal,Religious/Cultural,6,462,21852,95,21,0,95
Satna,Music Concert,3,4662,40866,2871,38,0,1106
Satna,Religious/Cultural,5,972,10263,272,16,0,159
Ujjain,Cricket Screening,2,577,83781,423,21,0,423
Rewa,Standup Comedy,6,697,1630,84,22,0,38
Rewa,Food Festival,6,211,68291,2613,42,0,1010
Bhopal,Standup Comedy,6,324,59543,217,21,0,217
Indore,Food Festival,0,574,89551,3912,22,0,1130
Jabalpur,Tech Meetup,5,74,62204,279,34,0,279
Ujjain,Standup Comedy,5,226,60427,210,32,0,210
Indore,Tech Meetup,2,340,83710,176,17,0,87
Bhopal,Cricket Screening,3,855,91285,133,26,0,133
Gwalior,Music Concert,3,1313,13112,14614,38,0,9775
Indore,Tech Meetup,3,183,31764,274,28,0,175
Jabalpur,Tech Meetup,2,68,58459,147,27,0,147
Jabalpur,Music Concert,2,1201,18981,12758,27,0,7973
Jabalpur,Tech Meetup,5,227,83561,194,40,0,194
Satna,Tech Meetup,1,212,55756,270,17,0,235
Jabalpur,Tech Meetup,5,424,54386,79,27,0,53
Bhopal,Cricket Screening,4,226,68770,228,23,0,228
Indore,Food Festival,6,657,77951,4373,24,0,1392
Indore,Cricket Screening,4,748,79805,302,15,0,302
Indore,Standup Comedy,1,962,50966,137,15,0,137
Jabalpur,Music Concert,6,3581,83884,4652,20,0,2440
Gwalior,Religious/Cultural,1,496,31222,63,45,0,63
Indore,Standup Comedy,4,702,59154,104,24,0,104
Bhopal,Standup Comedy,0,655,68706,239,42,0,239
Gwalior,Tech Meetup,1,139,79368,58,22,0,58
Ujjain,Music Concert,4,843,10286,14502,29,0,8559
Jabalpur,Food Festival,0,900,4067,4182,44,0,858
Jabalpur,Tech Meetup,4,422,11355,137,32,0,11
Indore,Religious/Cultural,5,358,30876,195,32,0,195
Gwalior,Music Concert,5,3112,19547,12945,22,0,7640
Rewa,Religious/Cultural,6,691,75386,159,20,0,159
Gwalior,Cricket Screening,0,138,66870,216,40,0,216
Indore,Cricket Screening,0,634,95152,230,22,0,230
Bhopal,Food Festival,0,932,30218,2585,21,0,747
Rewa,Cricket Screening,0,962,76580,203,27,0,203
Gwalior,Music Concert,2,3122,64073,8978,42,0,2481
Indore,Music Concert,0,1927,54391,9083,42,0,4010
Ujjain,Tech Meetup,3,376,70732,138,35,0,58
Rewa,Religious/Cultural,3,123,79122,109,42,0,109
Satna,Cricket Screening,4,823,70555,171,25,0,171
Ujjain,Food Festival,4,61,25075,1062,19,0,710
Ujjain,Standup Comedy,0,441,54201,129,17,0,129
Rewa,Religious/Cultural,3,840,58935,245,37,0,245
Bhopal,Tech Meetup,6,102,7610,250,29,0,166
Ujjain,Food Festival,0,519,93898,4995,17,0,1165
Jabalpur,Music Concert,1,3823,61327,5648,40,0,2068
Rewa,Cricket Screening,3,388,83272,448,36,0,356
Bhopal,Religious/Cultural,2,767,9718,60,32,0,60
Indore,Religious/Cultural,3,198,50167,137,19,0,137
Jabalpur,Standup Comedy,5,574,94663,293,22,0,293
Ujjain,Music Concert,4,3267,13461,4465,26,0,1563
Bhopal,Standup Comedy,5,827,18860,183,18,0,125
Indore,Tech Meetup,2,431,96272,128,43,0,64
Bhopal,Religious/Cultural,0,534,23355,81,37,0,81
Satna,Cricket Screening,5,960,2833,129,34,0,76
Jabalpur,Tech Meetup,6,50,99922,199,33,0,199
Gwalior,Tech Meetup,4,229,97682,212,27,0,212
Ujjain,Cricket Screening,4,190,69669,429,25,0,322
Indore,Food Festival,3,201,98327,3709,32,0,2863
Bhopal,Religious/Cultural,3,148,25819,53,39,0,53
Ujjain,Tech Meetup,1,24,83190,213,26,0,213
Satna,Food Festival,4,853,69345,4006,26,0,1591
Jabalpur,Cricket Screening,6,936,83254,435,42,0,190
Ujjain,Cricket Screening,1,900,87842,304,33,0,304
Jabalpur,Music Concert,4,1724,95886,2550,30,0,2057
Bhopal,Religious/Cultural,6,154,61582,232,42,0,183
Ujjain,Food Festival,1,120,50210,4523,43,0,1111
Rewa,Music Concert,1,1616,29577,14921,16,0,6461
Rewa,Food Festival,4,498,53812,3237,33,0,2261
Rewa,Religious/Cultural,1,939,80061,72,26,0,72
Rewa,Food Festival,3,424,39018,4075,42,0,1098
Rewa,Religious/Cultural,6,115,9234,211,30,0,149
Gwalior,Religious/Cultural,0,849,51329,274,40,0,274
Ujjain,Tech Meetup,5,174,9476,221,36,0,109
Jabalpur,Standup Comedy,4,155,34032,177,28,0,177
Jabalpur,Tech Meetup,3,314,76247,283,44,0,45
Bhopal,Standup Comedy,2,585,93319,171,18,0,171
Ujjain,Music Concert,4,3247,8599,4623,43,0,1231
Jabalpur,Food Festival,4,695,69719,2429,36,0,620
Indore,Religious/Cultural,2,509,63835,205,19,0,205
Satna,Food Festival,3,510,41571,4260,35,0,1388
Ujjain,Cricket Screening,1,667,32577,314,36,0,262
Gwalior,Food Festival,6,103,78952,4785,19,0,4197
Ujjain,Food Festival,1,334,18001,4873,18,0,2730
Jabalpur,Music Concert,3,1671,89138,6363,43,0,2639
Ujjain,Religious/Cultural,5,936,73285,287,31,0,287
Indore,Music Concert,0,2030,95650,7114,41,0,1887
Ujjain,Music Concert,2,3453,12325,9197,24,0,6252
Indore,Music Concert,3,1368,80834,9183,30,0,7025
Bhopal,Standup Comedy,1,746,13475,68,20,0,68
Ujjain,Music Concert,2,3913,18146,7193,30,0,2819
Satna,Religious/Cultural,6,815,98067,114,22,0,114
Bhopal,Standup Comedy,5,834,70545,60,32,0,60
Ujjain,Religious/Cultural,4,721,32792,91,45,0,73
Indore,Cricket Screening,1,450,49185,475,43,0,258
Bhopal,Cricket Screening,4,891,6510,481,31,0,195
Jabalpur,Music Concert,4,1540,9482,11016,42,0,3190
Ujjain,Food Festival,5,593,71396,4585,22,0,1845
Ujjain,Standup Comedy,1,97,25204,129,33,0,129
Gwalior,Religious/Cultural,1,127,13287,241,42,0,120
Ujjain,Religious/Cultural,6,328,65190,174,27,0,174
Gwalior,Tech Meetup,1,12,78704,104,22,0,104
Gwalior,Religious/Cultural,4,772,30664,59,30,0,59
Bhopal,Cricket Screening,1,752,49729,198,38,0,198
Jabalpur,Standup Comedy,2,744,44712,100,37,0,100
Ujjain,Tech Meetup,1,348,41791,265,19,0,58
Satna,Religious/Cultural,1,299,1170,76,29,0,51
Satna,Religious/Cultural,0,713,22485,91,44,0,67
Satna,Standup Comedy,3,900,37488,110,33,0,110
Bhopal,Food Festival,6,199,36663,2429,42,0,906
Indore,Music Concert,4,2884,65930,6464,42,0,2322
Bhopal,Cricket Screening,1,745,92736,465,30,0,465
Rewa,Cricket Screening,1,799,20283,112,28,0,112
Gwalior,Tech Meetup,2,14,35621,135,24,0,135
Satna,Tech Meetup,4,491,72865,112,40,0,50
Gwalior,Tech Meetup,6,93,51537,72,15,0,72
Indore,Religious/Cultural,4,352,47437,283,25,0,283
Bhopal,Religious/Cultural,6,672,70879,214,35,0,214
Ujjain,Music Concert,4,3566,9745,10669,45,0,2214
Bhopal,Cricket Screening,6,599,47295,406,21,0,276
Indore,Tech Meetup,3,297,74565,153,37,0,153
Bhopal,Food Festival,6,293,85020,3144,42,0,1410
Indore,Tech Meetup,2,467,55398,114,45,0,28
Indore,Music Concert,6,3202,29443,11468,43,0,5609
Gwalior,Cricket Screening,5,687,4054,445,41,0,88
Ujjain,Food Festival,5,711,295,3889,25,0,1155
Ujjain,Tech Meetup,1,289,1978,75,43,0,10
Jabalpur,Standup Comedy,6,312,39864,203,45,0,186
Bhopal,Tech Meetup,1,162,10633,72,16,0,68
Rewa,Standup Comedy,2,991,40599,252,19,0,252
Gwalior,Music Concert,5,2548,32330,2040,18,0,1811
Indore,Food Festival,3,299,98885,4993,28,0,2844
Indore,Cricket Screening,2,897,79379,457,32,0,385
Jabalpur,Music Concert,6,1922,78711,5849,36,0,3150
Ujjain,Music Concert,0,2313,61366,9883,28,0,5019
Indore,Food Festival,6,168,13850,3545,26,0,2242
Bhopal,Food Festival,4,253,64760,2342,37,0,1512
Ujjain,Tech Meetup,3,256,70786,109,36,0,109
Bhopal,Religious/Cultural,2,604,9130,79,33,0,79
Ujjain,Religious/Cultural,6,130,59749,54,17,0,54
Bhopal,Food Festival,2,817,35854,4811,23,0,1718
Indore,Standup Comedy,4,737,94652,222,25,0,222
Indore,Cricket Screening,5,389,3378,160,15,0,84
Indore,Tech Meetup,1,132,34797,142,45,0,91
Satna,Standup Comedy,3,92,45350,289,22,0,235
Bhopal,Religious/Cultural,4,453,43493,286,44,0,217
Rewa,Food Festival,1,583,59758,1903,15,0,616
Bhopal,Music Concert,4,1055,76071,14513,26,0,8356
Bhopal,Music Concert,0,3979,70323,6357,34,0,4628
Rewa,Religious/Cultural,4,399,61006,213,19,0,213
Rewa,Music Concert,3,1490,73982,11358,24,0,5500
Bhopal,Food Festival,4,309,51240,2526,44,0,1324
Ujjain,Tech Meetup,1,486,60783,295,23,0,58
Bhopal,Standup Comedy,5,574,32005,66,34,0,66
Gwalior,Tech Meetup,3,377,85324,178,43,0,41
Ujjain,Music Concert,2,4812,89230,5457,38,0,2933
Indore,Religious/Cultural,1,213,53345,79,15,0,79
Bhopal,Religious/Cultural,2,725,93115,192,38,0,192
Satna,Tech Meetup,6,278,74184,197,28,0,197
Jabalpur,Cricket Screening,4,628,85157,340,36,0,299
Indore,Standup Comedy,3,79,79403,272,17,0,272
Jabalpur,Tech Meetup,5,327,82908,57,42,0,57
Bhopal,Standup Comedy,6,390,97603,252,32,0,252
Indore,Music Concert,5,4914,5395,12459,41,0,4681
Bhopal,Cricket Screening,1,281,14570,189,32,0,89
Satna,Food Festival,3,170,63813,4473,27,0,1844
Gwalior,Cricket Screening,6,372,9092,106,44,0,30
Bhopal,Tech Meetup,3,342,96681,288,23,0,79
Rewa,Standup Comedy,0,493,87324,176,24,0,176
Indore,Standup Comedy,2,189,77755,225,15,0,225
Bhopal,Food Festival,4,341,61507,4524,19,0,3035
Rewa,Tech Meetup,2,433,27055,103,18,0,23
Ujjain,Cricket Screening,1,852,46848,347,23,0,242
Rewa,Standup Comedy,0,644,60114,83,29,0,83
Rewa,Standup Comedy,4,465,41949,285,45,0,117
Rewa,Standup Comedy,0,370,79498,194,36,0,194
Rewa,Standup Comedy,2,199,42595,290,41,0,112
Ujjain,Food Festival,0,474,52275,1468,33,0,1123
Satna,Standup Comedy,4,710,27522,214,44,0,76
Indore,Religious/Cultural,3,917,86557,268,20,0,268
Rewa,Religious/Cultural,0,149,30197,188,26,0,183
Indore,Cricket Screening,3,70,81075,426,22,0,398
Satna,Food Festival,4,244,70535,4359,42,0,1132
Gwalior,Tech Meetup,0,219,69539,162,36,0,162
Jabalpur,Religious/Cultural,2,463,49305,231,28,0,226
Gwalior,Music Concert,2,2356,32291,4120,39,0,1881
Gwalior,Religious/Cultural,3,323,81752,214,45,0,214
Jabalpur,Cricket Screening,6,896,22146,338,45,0,163
Gwalior,Food Festival,6,978,9326,3784,21,0,1143
Ujjain,Standup Comedy,4,788,39193,170,20,0,170
Ujjain,Food Festival,5,875,94645,4257,37,0,1418
Jabalpur,Cricket Screening,0,542,73532,344,37,0,286
Jabalpur,Religious/Cultural,2,974,40830,123,38,0,123
Jabalpur,Religious/Cultural,1,758,72676,195,17,0,195
Rewa,Standup Comedy,6,316,50818,132,19,0,132
Ujjain,Music Concert,3,730,73465,5753,38,0,3396
Gwalior,Religious/Cultural,1,684,64426,154,23,0,154
Gwalior,Music Concert,0,765,28620,5851,24,0,3534
Ujjain,Music Concert,1,4734,56854,8625,17,0,4938
Bhopal,Tech Meetup,4,18,12440,89,34,0,74
Rewa,Standup Comedy,0,154,34416,264,44,0,92
Jabalpur,Music Concert,5,3991,4873,2679,16,0,2069
Gwalior,Cricket Screening,4,265,64648,309,41,0,136
Ujjain,Food Festival,6,338,63983,3885,27,0,3137
Ujjain,Tech Meetup,5,26,59591,259,22,0,259
Bhopal,Food Festival,6,716,90109,2785,27,0,1261
Satna,Standup Comedy,3,80,34863,114,32,0,114
Indore,Religious/Cultural,1,375,47456,296,33,0,296
Jabalpur,Religious/Cultural,6,791,60377,229,16,0,229
Rewa,Music Concert,3,3410,49375,14411,33,0,9567
Gwalior,Religious/Cultural,4,179,34718,286,15,0,286
Bhopal,Standup Comedy,3,206,11159,169,35,0,78
Indore,Music Concert,3,821,20667,6019,42,0,1848
Indore,Tech Meetup,6,43,42391,90,35,0,90
Jabalpur,Standup Comedy,4,122,51682,282,26,0,264
Ujjain,Food Festival,1,166,54098,1938,38,0,1266
Rewa,Food Festival,5,382,36125,2093,21,0,1362
Gwalior,Cricket Screening,3,651,80411,213,15,0,213
Bhopal,Religious/Cultural,4,678,38874,170,44,0,170
Ujjain,Tech Meetup,1,146,92435,248,39,0,248
Ujjain,Tech Meetup,1,309,59810,106,33,0,49
Bhopal,Religious/Cultural,2,143,10378,219,26,0,195
Ujjain,Religious/Cultural,2,552,92331,168,16,0,168
Jabalpur,Religious/Cultural,1,729,5600,59,44,0,19
Satna,Standup Comedy,1,966,26269,265,34,0,175
Rewa,Cricket Screening,0,646,91582,259,45,0,259
Jabalpur,Food Festival,3,826,33089,2797,25,0,938
Gwalior,Cricket Screening,6,681,31399,314,38,0,283
Rewa,Music Concert,4,509,95184,6734,25,0,4282
Bhopal,Tech Meetup,0,462,69390,156,22,0,85
Jabalpur,Cricket Screening,0,117,73665,196,24,0,196
Ujjain,Tech Meetup,5,333,87748,101,27,0,95
Satna,Religious/Cultural,4,793,75266,215,38,0,215
Rewa,Cricket Screening,6,852,5506,367,21,0,181
Ujjain,Food Festival,6,779,84156,2095,28,0,824
Jabalpur,Food Festival,4,622,30870,2871,23,0,1028
Satna,Food Festival,2,789,65400,1701,24,0,640
Bhopal,Food Festival,0,110,53392,3987,38,0,3454
Ujjain,Music Concert,5,4607,33612,4034,19,0,2705
Bhopal,Cricket Screening,2,134,51411,439,37,0,322
Satna,Tech Meetup,0,378,88596,134,33,0,54
Gwalior,Music Concert,2,4851,6416,10473,25,0,5503
Gwalior,Tech Meetup,4,237,41122,160,21,0,160
Satna,Tech Meetup,2,426,58199,295,25,0,89
Ujjain,Cricket Screening,3,913,38222,415,31,0,205
Rewa,Music Concert,0,1205,69728,2802,37,0,1604
Gwalior,Cricket Screening,6,230,35867,428,29,0,363
Ujjain,Standup Comedy,0,917,95995,97,43,0,97
Gwalior,Music Concert,5,1086,36421,14873,44,0,6663
Jabalpur,Tech Meetup,0,261,37142,174,44,0,135
Indore,Standup Comedy,4,909,97773,270,43,0,241
Ujjain,Music Concert,2,3325,64397,14623,29,0,8770
Gwalior,Standup Comedy,1,60,68510,58,23,0,58
Indore,Cricket Screening,2,713,48284,225,22,0,225
Gwalior,Music Concert,0,3862,97492,4843,26,0,2276
Satna,Standup Comedy,3,465,96876,94,29,0,94
Jabalpur,Tech Meetup,6,393,8714,210,45,0,14
Indore,Standup Comedy,4,787,8281,233,20,0,117
Bhopal,Music Concert,6,1600,58334,12315,23,0,10752
Jabalpur,Cricket Screening,1,553,1613,499,32,0,170
Ujjain,Music Concert,6,3002,54484,3782,28,0,2774
Bhopal,Religious/Cultural,6,872,62537,296,40,0,296
